startup_name,industry,country,funding_amount_usd,funding_stage,source_dataset
Startup_003,AgriTech,Gujarat,8300000.0,Seed,indian_startup_funding
Startup_004,EdTech,Telangana,43800000.0,Series C,indian_startup_funding
Startup_005,EdTech,Rajasthan,36800000.0,Pre-Series A,indian_startup_funding
Startup_006,SaaS,Gujarat,16800000.0,Series C,indian_startup_funding
Startup_007,Logistics,Gujarat,38100000.0,Series A,indian_startup_funding
Startup_008,E-commerce,Rajasthan,11800000.0,Series C,indian_startup_funding
Startup_009,E-commerce,Gujarat,6200000.0,Pre-Series A,indian_startup_funding
Startup_010,FinTech,Uttar Pradesh,900000.0,Series A,indian_startup_funding
Startup_011,SaaS,Delhi,3200000.0,Series A,indian_startup_funding
Startup_012,E-commerce,Maharashtra,24900000.0,Series A,indian_startup_funding
Startup_013,AI,Telangana,24500000.0,Pre-Series A,indian_startup_funding
Startup_014,SaaS,West Bengal,6900000.0,Series A,indian_startup_funding
Startup_015,CleanTech,Telangana,30100000.0,Series B,indian_startup_funding
Startup_016,CleanTech,Maharashtra,22900000.0,Series C,indian_startup_funding
Startup_017,HealthTech,Delhi,4000000.0,Series A,indian_startup_funding
Startup_018,AgriTech,West Bengal,19900000.0,Series C,indian_startup_funding
Startup_019,HealthTech,West Bengal,40200000.0,Series B,indian_startup_funding
Startup_020,FinTech,Uttar Pradesh,2300000.0,Series A,indian_startup_funding
Startup_021,Logistics,Karnataka,5800000.0,Seed,indian_startup_funding
Startup_022,EdTech,Delhi,39600000.0,Series A,indian_startup_funding
Startup_023,E-commerce,Maharashtra,41900000.0,Series A,indian_startup_funding
Startup_024,FinTech,Gujarat,37200000.0,Series B,indian_startup_funding
Startup_025,HealthTech,West Bengal,16300000.0,Series C,indian_startup_funding
Startup_026,AI,Rajasthan,13400000.0,Series C,indian_startup_funding
Startup_027,AI,Telangana,3000000.0,Series B,indian_startup_funding
Startup_028,Cybersecurity,Maharashtra,12800000.0,Seed,indian_startup_funding
Startup_029,SaaS,Rajasthan,16700000.0,Pre-Series A,indian_startup_funding
Startup_030,AI,West Bengal,6300000.0,Pre-Series A,indian_startup_funding
Startup_031,E-commerce,Delhi,14100000.0,Seed,indian_startup_funding
Startup_032,Cybersecurity,Maharashtra,42600000.0,Pre-Series A,indian_startup_funding
Startup_033,AgriTech,Delhi,31000000.0,Seed,indian_startup_funding
Startup_034,FinTech,Delhi,48000000.0,Pre-Series A,indian_startup_funding
Startup_035,Cybersecurity,Rajasthan,20800000.0,Series B,indian_startup_funding
Startup_036,EdTech,Rajasthan,45900000.0,Seed,indian_startup_funding
Startup_037,E-commerce,Delhi,1300000.0,Series A,indian_startup_funding
Startup_038,Logistics,Karnataka,12000000.0,Seed,indian_startup_funding
Startup_039,HealthTech,Karnataka,37600000.0,Seed,indian_startup_funding
Startup_040,E-commerce,Uttar Pradesh,42300000.0,Series C,indian_startup_funding
Startup_041,E-commerce,Tamil Nadu,39700000.0,Series A,indian_startup_funding
Startup_042,Cybersecurity,Tamil Nadu,42100000.0,Series B,indian_startup_funding
Startup_043,EdTech,Maharashtra,1000000.0,Series C,indian_startup_funding
Startup_044,CleanTech,Delhi,40200000.0,Series B,indian_startup_funding
Startup_045,HealthTech,Maharashtra,11100000.0,Series C,indian_startup_funding
Startup_046,Cybersecurity,Tamil Nadu,23600000.0,Series A,indian_startup_funding
Startup_047,HealthTech,Karnataka,38400000.0,Series C,indian_startup_funding
Startup_048,SaaS,West Bengal,14300000.0,Series C,indian_startup_funding
Startup_049,HealthTech,Maharashtra,29400000.0,Series B,indian_startup_funding
Startup_050,EdTech,Tamil Nadu,38000000.0,Series A,indian_startup_funding
Startup_051,CleanTech,Telangana,43400000.0,Series B,indian_startup_funding
Startup_052,EdTech,Gujarat,8100000.0,Series A,indian_startup_funding
Startup_053,AI,Maharashtra,19100000.0,Pre-Series A,indian_startup_funding
Startup_054,Cybersecurity,Telangana,2900000.0,Seed,indian_startup_funding
Startup_055,CleanTech,West Bengal,7900000.0,Series C,indian_startup_funding
Startup_056,EdTech,Maharashtra,24900000.0,Seed,indian_startup_funding
Startup_057,Logistics,Karnataka,35100000.0,Series C,indian_startup_funding
Startup_058,E-commerce,Tamil Nadu,44400000.0,Series C,indian_startup_funding
Startup_059,E-commerce,Rajasthan,30100000.0,Pre-Series A,indian_startup_funding
Startup_060,E-commerce,Gujarat,34900000.0,Seed,indian_startup_funding
Startup_061,CleanTech,Karnataka,5600000.0,Series B,indian_startup_funding
Startup_062,EdTech,Maharashtra,40300000.0,Series A,indian_startup_funding
Startup_063,AgriTech,Gujarat,45800000.0,Seed,indian_startup_funding
Startup_064,CleanTech,Karnataka,37300000.0,Series C,indian_startup_funding
Startup_065,SaaS,Gujarat,35700000.0,Series B,indian_startup_funding
Startup_066,EdTech,Tamil Nadu,37000000.0,Series A,indian_startup_funding
Startup_067,AI,Delhi,44300000.0,Pre-Series A,indian_startup_funding
Startup_068,AI,Uttar Pradesh,25900000.0,Pre-Series A,indian_startup_funding
Startup_069,AgriTech,Maharashtra,24700000.0,Series B,indian_startup_funding
Startup_070,Cybersecurity,Telangana,29300000.0,Pre-Series A,indian_startup_funding
Startup_071,HealthTech,Delhi,28900000.0,Series A,indian_startup_funding
Startup_072,FinTech,Maharashtra,34800000.0,Series B,indian_startup_funding
Startup_073,Logistics,Gujarat,28600000.0,Series A,indian_startup_funding
Startup_074,Logistics,Karnataka,12700000.0,Seed,indian_startup_funding
Startup_075,Logistics,Telangana,38000000.0,Seed,indian_startup_funding
Startup_076,EdTech,Delhi,24100000.0,Series C,indian_startup_funding
Startup_077,FinTech,Rajasthan,40000000.0,Pre-Series A,indian_startup_funding
Startup_078,E-commerce,Maharashtra,28200000.0,Series C,indian_startup_funding
Startup_079,FinTech,West Bengal,48800000.0,Seed,indian_startup_funding
Startup_080,EdTech,Uttar Pradesh,5800000.0,Series B,indian_startup_funding
Startup_081,FinTech,Delhi,48400000.0,Seed,indian_startup_funding
Startup_082,AgriTech,Telangana,13200000.0,Seed,indian_startup_funding
Startup_083,HealthTech,Maharashtra,1900000.0,Series B,indian_startup_funding
Startup_084,Cybersecurity,Uttar Pradesh,21300000.0,Seed,indian_startup_funding
Startup_085,CleanTech,Maharashtra,1900000.0,Seed,indian_startup_funding
Startup_086,Cybersecurity,Delhi,24700000.0,Series A,indian_startup_funding
Startup_087,FinTech,Rajasthan,24400000.0,Series A,indian_startup_funding
Startup_088,AI,Delhi,48200000.0,Pre-Series A,indian_startup_funding
Startup_089,HealthTech,Gujarat,24000000.0,Series A,indian_startup_funding
Startup_090,E-commerce,Uttar Pradesh,16400000.0,Pre-Series A,indian_startup_funding
Startup_091,Cybersecurity,Uttar Pradesh,16500000.0,Series C,indian_startup_funding
Startup_092,Logistics,Maharashtra,1300000.0,Pre-Series A,indian_startup_funding
Startup_093,SaaS,Maharashtra,47600000.0,Pre-Series A,indian_startup_funding
Startup_094,CleanTech,Rajasthan,28600000.0,Series B,indian_startup_funding
Startup_095,FinTech,Gujarat,3900000.0,Series A,indian_startup_funding
Startup_096,CleanTech,Karnataka,18500000.0,Seed,indian_startup_funding
Startup_097,EdTech,Tamil Nadu,35300000.0,Seed,indian_startup_funding
Startup_098,FinTech,Tamil Nadu,34500000.0,Seed,indian_startup_funding
Startup_099,FinTech,Gujarat,13700000.0,Pre-Series A,indian_startup_funding
Startup_100,EdTech,Tamil Nadu,22800000.0,Series C,indian_startup_funding
Startup_101,SaaS,Karnataka,28200000.0,Series C,indian_startup_funding
Startup_102,EdTech,Gujarat,8700000.0,Series A,indian_startup_funding
Startup_103,FinTech,Rajasthan,48400000.0,Seed,indian_startup_funding
Startup_104,CleanTech,Maharashtra,6600000.0,Series B,indian_startup_funding
Startup_105,Cybersecurity,Rajasthan,28000000.0,Series B,indian_startup_funding
Startup_106,FinTech,Rajasthan,18300000.0,Series C,indian_startup_funding
Startup_107,AI,Karnataka,40400000.0,Series A,indian_startup_funding
Startup_108,CleanTech,Uttar Pradesh,1400000.0,Series C,indian_startup_funding
Startup_109,Cybersecurity,West Bengal,39200000.0,Series B,indian_startup_funding
Startup_110,E-commerce,West Bengal,6900000.0,Series A,indian_startup_funding
Startup_111,CleanTech,Rajasthan,5900000.0,Pre-Series A,indian_startup_funding
Startup_112,FinTech,Telangana,23800000.0,Seed,indian_startup_funding
Startup_113,EdTech,Karnataka,13500000.0,Series A,indian_startup_funding
Startup_114,CleanTech,Maharashtra,3100000.0,Series C,indian_startup_funding
Startup_115,Logistics,Gujarat,48400000.0,Seed,indian_startup_funding
Startup_116,E-commerce,Telangana,6500000.0,Series C,indian_startup_funding
Startup_117,AI,Maharashtra,39300000.0,Pre-Series A,indian_startup_funding
Startup_118,Cybersecurity,Telangana,27900000.0,Series C,indian_startup_funding
Startup_119,FinTech,Uttar Pradesh,11600000.0,Seed,indian_startup_funding
Startup_120,Cybersecurity,Karnataka,18700000.0,Series C,indian_startup_funding
Startup_121,SaaS,Tamil Nadu,300000.0,Seed,indian_startup_funding
Startup_122,AgriTech,Maharashtra,38800000.0,Seed,indian_startup_funding
Startup_123,FinTech,Delhi,47100000.0,Pre-Series A,indian_startup_funding
Startup_124,E-commerce,Rajasthan,12400000.0,Seed,indian_startup_funding
Startup_125,EdTech,Karnataka,42600000.0,Series A,indian_startup_funding
Startup_126,Logistics,Telangana,23700000.0,Series B,indian_startup_funding
Startup_127,CleanTech,West Bengal,5000000.0,Series B,indian_startup_funding
Startup_128,EdTech,Rajasthan,42300000.0,Pre-Series A,indian_startup_funding
Startup_129,CleanTech,Karnataka,4200000.0,Series C,indian_startup_funding
Startup_130,HealthTech,Delhi,17600000.0,Series A,indian_startup_funding
Startup_131,Logistics,Maharashtra,2400000.0,Series B,indian_startup_funding
Startup_132,EdTech,Delhi,38500000.0,Series B,indian_startup_funding
Startup_133,Logistics,Karnataka,25600000.0,Seed,indian_startup_funding
Startup_134,FinTech,Gujarat,45100000.0,Pre-Series A,indian_startup_funding
Startup_135,FinTech,Maharashtra,28400000.0,Seed,indian_startup_funding
Startup_136,AI,Telangana,14600000.0,Pre-Series A,indian_startup_funding
Startup_137,SaaS,Maharashtra,46100000.0,Pre-Series A,indian_startup_funding
Startup_138,EdTech,Gujarat,7600000.0,Series C,indian_startup_funding
Startup_139,EdTech,Tamil Nadu,13200000.0,Series B,indian_startup_funding
Startup_140,Logistics,Uttar Pradesh,3800000.0,Seed,indian_startup_funding
Startup_141,HealthTech,Karnataka,45300000.0,Seed,indian_startup_funding
Startup_142,E-commerce,Delhi,6900000.0,Series B,indian_startup_funding
Startup_143,CleanTech,Uttar Pradesh,9300000.0,Series C,indian_startup_funding
Startup_144,Logistics,Karnataka,29700000.0,Pre-Series A,indian_startup_funding
Startup_145,E-commerce,Maharashtra,26300000.0,Pre-Series A,indian_startup_funding
Startup_146,Logistics,Tamil Nadu,39900000.0,Series A,indian_startup_funding
Startup_147,EdTech,Telangana,19900000.0,Series C,indian_startup_funding
Startup_148,EdTech,Rajasthan,17000000.0,Seed,indian_startup_funding
Startup_149,Cybersecurity,Maharashtra,42300000.0,Series B,indian_startup_funding
Startup_150,CleanTech,Delhi,3900000.0,Series B,indian_startup_funding
Startup_151,FinTech,Maharashtra,30500000.0,Pre-Series A,indian_startup_funding
Startup_152,AgriTech,Gujarat,18300000.0,Series B,indian_startup_funding
Startup_153,AgriTech,Delhi,44000000.0,Seed,indian_startup_funding
Startup_154,SaaS,West Bengal,35600000.0,Series A,indian_startup_funding
Startup_155,Cybersecurity,Gujarat,38700000.0,Series C,indian_startup_funding
Startup_156,FinTech,Gujarat,5000000.0,Seed,indian_startup_funding
Startup_157,CleanTech,Delhi,9700000.0,Seed,indian_startup_funding
Startup_158,SaaS,Rajasthan,42800000.0,Series A,indian_startup_funding
Startup_159,SaaS,Gujarat,9300000.0,Series B,indian_startup_funding
Startup_160,Logistics,Karnataka,20800000.0,Seed,indian_startup_funding
Startup_161,CleanTech,Tamil Nadu,32700000.0,Pre-Series A,indian_startup_funding
Startup_162,AgriTech,Uttar Pradesh,41200000.0,Pre-Series A,indian_startup_funding
Startup_163,Cybersecurity,Delhi,14700000.0,Series C,indian_startup_funding
Startup_164,SaaS,Karnataka,38500000.0,Series C,indian_startup_funding
Startup_165,EdTech,Telangana,25500000.0,Seed,indian_startup_funding
Startup_166,HealthTech,Karnataka,30800000.0,Series A,indian_startup_funding
Startup_167,Logistics,Uttar Pradesh,47700000.0,Series B,indian_startup_funding
Startup_168,FinTech,Rajasthan,37800000.0,Series A,indian_startup_funding
Startup_169,Logistics,Gujarat,19600000.0,Series C,indian_startup_funding
Startup_170,AgriTech,Karnataka,25800000.0,Series A,indian_startup_funding
Startup_171,EdTech,Gujarat,47700000.0,Series C,indian_startup_funding
Startup_172,EdTech,West Bengal,40500000.0,Series C,indian_startup_funding
Startup_173,HealthTech,Uttar Pradesh,46900000.0,Seed,indian_startup_funding
Startup_174,AgriTech,Rajasthan,18700000.0,Series A,indian_startup_funding
Startup_175,EdTech,Telangana,17400000.0,Series A,indian_startup_funding
Startup_176,CleanTech,Rajasthan,22700000.0,Series A,indian_startup_funding
Startup_177,FinTech,Karnataka,28100000.0,Seed,indian_startup_funding
Startup_178,CleanTech,Tamil Nadu,40500000.0,Series C,indian_startup_funding
Startup_179,Cybersecurity,Maharashtra,17500000.0,Series C,indian_startup_funding
Startup_180,Logistics,Telangana,12500000.0,Seed,indian_startup_funding
Startup_181,E-commerce,Uttar Pradesh,11900000.0,Series C,indian_startup_funding
Startup_182,E-commerce,Gujarat,40500000.0,Seed,indian_startup_funding
Startup_183,SaaS,Karnataka,43000000.0,Pre-Series A,indian_startup_funding
Startup_184,EdTech,Karnataka,8900000.0,Series B,indian_startup_funding
Startup_185,HealthTech,Karnataka,48900000.0,Series A,indian_startup_funding
Startup_186,FinTech,Delhi,8500000.0,Seed,indian_startup_funding
Startup_187,CleanTech,Telangana,3300000.0,Pre-Series A,indian_startup_funding
Startup_188,SaaS,Delhi,18600000.0,Series A,indian_startup_funding
Startup_189,EdTech,Uttar Pradesh,38100000.0,Pre-Series A,indian_startup_funding
Startup_190,AI,Uttar Pradesh,2300000.0,Series A,indian_startup_funding
Startup_191,SaaS,Maharashtra,10200000.0,Pre-Series A,indian_startup_funding
Startup_192,EdTech,West Bengal,22600000.0,Pre-Series A,indian_startup_funding
Startup_193,E-commerce,Uttar Pradesh,36700000.0,Series A,indian_startup_funding
Startup_194,AI,Tamil Nadu,19300000.0,Seed,indian_startup_funding
Startup_195,AI,Gujarat,7000000.0,Seed,indian_startup_funding
Startup_196,HealthTech,West Bengal,38000000.0,Series A,indian_startup_funding
Startup_197,EdTech,Karnataka,21400000.0,Seed,indian_startup_funding
Startup_198,AI,Maharashtra,37000000.0,Series C,indian_startup_funding
Startup_199,HealthTech,Maharashtra,23600000.0,Series C,indian_startup_funding
Startup_200,Cybersecurity,Gujarat,32500000.0,Seed,indian_startup_funding
Startup_201,HealthTech,Gujarat,30000000.0,Series C,indian_startup_funding
Startup_202,E-commerce,Gujarat,9500000.0,Pre-Series A,indian_startup_funding
Startup_203,AgriTech,Maharashtra,15800000.0,Series B,indian_startup_funding
Startup_204,E-commerce,West Bengal,47200000.0,Series B,indian_startup_funding
Startup_205,E-commerce,Delhi,38400000.0,Series B,indian_startup_funding
Startup_206,SaaS,Gujarat,45000000.0,Series A,indian_startup_funding
Startup_207,Logistics,Maharashtra,300000.0,Pre-Series A,indian_startup_funding
Startup_208,FinTech,West Bengal,30000000.0,Pre-Series A,indian_startup_funding
Startup_209,Cybersecurity,Gujarat,49500000.0,Seed,indian_startup_funding
Startup_210,AI,Gujarat,27700000.0,Series A,indian_startup_funding
Startup_211,SaaS,Maharashtra,33800000.0,Series C,indian_startup_funding
Startup_212,AgriTech,Telangana,16500000.0,Series C,indian_startup_funding
Startup_213,E-commerce,Rajasthan,48200000.0,Series A,indian_startup_funding
Startup_214,FinTech,Maharashtra,8300000.0,Series C,indian_startup_funding
Startup_215,EdTech,Delhi,13700000.0,Series B,indian_startup_funding
Startup_216,SaaS,Rajasthan,27200000.0,Series B,indian_startup_funding
Startup_217,AI,Karnataka,8500000.0,Series A,indian_startup_funding
Startup_218,CleanTech,Uttar Pradesh,42700000.0,Series B,indian_startup_funding
Startup_219,HealthTech,Uttar Pradesh,13900000.0,Series B,indian_startup_funding
Startup_220,AgriTech,Maharashtra,26800000.0,Seed,indian_startup_funding
Startup_221,FinTech,Tamil Nadu,44500000.0,Series B,indian_startup_funding
Startup_222,CleanTech,Gujarat,10000000.0,Seed,indian_startup_funding
Startup_223,FinTech,West Bengal,44500000.0,Pre-Series A,indian_startup_funding
Startup_224,CleanTech,West Bengal,42900000.0,Series A,indian_startup_funding
Startup_225,CleanTech,Gujarat,28100000.0,Seed,indian_startup_funding
Startup_226,FinTech,Delhi,49100000.0,Pre-Series A,indian_startup_funding
Startup_227,CleanTech,Maharashtra,36600000.0,Series C,indian_startup_funding
Startup_228,Cybersecurity,Tamil Nadu,34500000.0,Pre-Series A,indian_startup_funding
Startup_229,Cybersecurity,Karnataka,4800000.0,Seed,indian_startup_funding
Startup_230,Cybersecurity,Delhi,34900000.0,Series A,indian_startup_funding
Startup_231,EdTech,Rajasthan,27200000.0,Series B,indian_startup_funding
Startup_232,Cybersecurity,Gujarat,18600000.0,Series C,indian_startup_funding
Startup_233,CleanTech,West Bengal,30400000.0,Series B,indian_startup_funding
Startup_234,E-commerce,Rajasthan,20600000.0,Series C,indian_startup_funding
Startup_235,AgriTech,Delhi,48100000.0,Seed,indian_startup_funding
Startup_236,AgriTech,Maharashtra,17400000.0,Pre-Series A,indian_startup_funding
Startup_237,CleanTech,Telangana,45400000.0,Seed,indian_startup_funding
Startup_238,EdTech,Telangana,22200000.0,Series A,indian_startup_funding
Startup_239,CleanTech,Tamil Nadu,29100000.0,Seed,indian_startup_funding
Startup_240,CleanTech,Rajasthan,34800000.0,Pre-Series A,indian_startup_funding
Startup_241,CleanTech,Gujarat,9100000.0,Pre-Series A,indian_startup_funding
Startup_242,AI,Delhi,700000.0,Pre-Series A,indian_startup_funding
Startup_243,CleanTech,Karnataka,32300000.0,Series B,indian_startup_funding
Startup_244,AI,Telangana,8700000.0,Series B,indian_startup_funding
Startup_245,AgriTech,Delhi,47700000.0,Seed,indian_startup_funding
Startup_246,CleanTech,Gujarat,35400000.0,Series B,indian_startup_funding
Startup_247,CleanTech,Telangana,35300000.0,Series B,indian_startup_funding
Startup_248,AgriTech,Delhi,2900000.0,Series A,indian_startup_funding
Startup_249,HealthTech,Karnataka,17900000.0,Series B,indian_startup_funding
Startup_250,AI,West Bengal,46700000.0,Pre-Series A,indian_startup_funding
Startup_251,CleanTech,Maharashtra,7400000.0,Series B,indian_startup_funding
Startup_252,SaaS,Uttar Pradesh,46000000.0,Series B,indian_startup_funding
Startup_253,HealthTech,Uttar Pradesh,5500000.0,Series A,indian_startup_funding
Startup_254,AgriTech,Telangana,100000.0,Series A,indian_startup_funding
Startup_255,Cybersecurity,Tamil Nadu,31200000.0,Seed,indian_startup_funding
Startup_256,FinTech,Delhi,7800000.0,Seed,indian_startup_funding
Startup_257,Logistics,Maharashtra,16100000.0,Seed,indian_startup_funding
Startup_258,Cybersecurity,Delhi,21300000.0,Series C,indian_startup_funding
Startup_259,CleanTech,Gujarat,36900000.0,Series C,indian_startup_funding
