round_id,startup_id,startup_name,funding_date,year,quarter,funding_stage,amount_million_usd,pre_money_valuation_million_usd,post_money_valuation_million_usd,equity_dilution_pct,lead_investor,investor_type,num_investors,sector,country,region,city,investor_id
R01805,S01128,NovaCloud,2020-01-24,2020,Q1,Pre-Seed,0.36,3.34,3.7,5.4,Elevation Capital,Corporate VC,2,E-Commerce,India,Asia,Mumbai,INV0036
R01806,S01129,OnyxSecurity,2020-05-28,2020,Q2,Seed,3.9,35.32,39.22,23.6,Headline,Venture Capital,9,SaaS / Enterprise Software,Vietnam,Asia,Ho Chi Minh City,INV0045
R01807,S01130,NovaHealth,2020-04-18,2020,Q2,Seed,5.16,17.52,22.68,16.8,Cherry Ventures,Accelerator,2,Fintech,United Kingdom,Europe,London,INV0043
R01808,S01131,SageHealth,2020-08-21,2020,Q3,Seed,0.99,7.72,8.71,23.9,Y Combinator,Venture Capital,4,Space Tech,China,Asia,Guangzhou,INV0007
R01809,S01131,SageHealth,2023-08-11,2023,Q3,Series A,7.63,76.34,83.97,21.8,Union Square Ventures,Angel Investor,7,Space Tech,China,Asia,Guangzhou,INV0039
R01810,S01132,SwiftBio,2020-03-10,2020,Q1,Seed,1.49,5.88,7.37,17.2,EQT Ventures,Venture Capital,2,Fintech,United Kingdom,Europe,Bristol,INV0030
R01811,S01132,SwiftBio,2026-03-04,2026,Q1,Series A,22.37,102.4,124.77,19.9,Redpoint Ventures,Angel Investor,8,Fintech,United Kingdom,Europe,Bristol,INV0038
R01812,S01132,SwiftBio,2023-12-16,2023,Q4,Series C,61.54,218.41,279.95,16.7,Plug and Play,Private Equity,1,Fintech,United Kingdom,Europe,Bristol,INV0026
R01813,S01133,QuarkLink,2022-06-12,2022,Q2,Seed,2.11,11.22,13.33,13.6,Bessemer Venture Partners,Venture Capital,8,Artificial Intelligence,China,Asia,Shanghai,INV0013
R01814,S01134,VeloSense,2023-12-21,2023,Q4,Pre-Seed,0.92,6.8,7.72,5.4,Sapphire Ventures,Private Equity,2,Cybersecurity,United States,North America,Los Angeles,INV0035
R01815,S01135,EchoCloud,2025-04-12,2025,Q2,Pre-Seed,0.29,1.73,2.02,11.8,Naspers / Prosus,Private Equity,6,SaaS / Enterprise Software,United States,North America,Miami,INV0066
R01816,S01136,YieldFlow,2020-02-23,2020,Q1,Seed,2.92,20.09,23.01,11.8,LocalGlobe,Accelerator,4,Logistics & Supply Chain,United States,North America,Austin,INV0042
R01817,S01136,YieldFlow,2022-08-28,2022,Q3,Series B,33.88,177.64,211.52,16.8,Plug and Play,Accelerator,2,Logistics & Supply Chain,United States,North America,Austin,INV0026
R01818,S01137,NovaPlatform,2022-07-04,2022,Q3,Seed,1.11,10.85,11.96,24.6,Samsung Ventures,Angel Investor,2,Fintech,Australia,Oceania,Melbourne,INV0055
R01819,S01138,DawnAI,2023-10-08,2023,Q4,Pre-Seed,0.27,2.61,2.88,8.5,Temasek,Angel Investor,3,Fintech,United States,North America,New York,INV0049
R01820,S01138,DawnAI,2024-06-21,2024,Q2,Seed,2.28,18.23,20.51,17.6,Founders Fund,Angel Investor,8,Fintech,United States,North America,New York,INV0014
R01821,S01139,IonSecurity,2021-05-16,2021,Q2,Seed,1.64,12.17,13.81,14.8,Khosla Ventures,Venture Capital,2,Climate Tech / Clean Energy,UAE,Middle East,Dubai,INV0012
R01822,S01139,IonSecurity,2020-04-05,2020,Q2,Series B,11.77,122.87,134.64,23.2,Abu Dhabi Investment Authority,Angel Investor,3,Climate Tech / Clean Energy,UAE,Middle East,Dubai,INV0051
R01823,S01139,IonSecurity,2023-10-29,2023,Q4,Series C,58.88,437.72,496.6,24.9,Matrix Partners,Crowdfunding,3,Climate Tech / Clean Energy,UAE,Middle East,Dubai,INV0022
R01824,S01140,Fluxly,2022-06-28,2022,Q2,Pre-Seed,0.72,5.64,6.36,14.3,GV (Google Ventures),Corporate VC,1,Space Tech,United States,North America,Chicago,INV0011
R01825,S01140,Fluxly,2021-02-13,2021,Q1,Series A,16.6,134.22,150.82,19.7,Norwest Venture Partners,Venture Capital,2,Space Tech,United States,North America,Chicago,INV0037
R01826,S01140,Fluxly,2026-03-07,2026,Q1,Series B,24.93,292.87,317.8,27.7,Battery Ventures,Corporate VC,2,Space Tech,United States,North America,Chicago,INV0019
R01827,S01141,BoltHealth,2025-04-12,2025,Q2,Seed,0.6,5.49,6.09,15.0,Khosla Ventures,Venture Capital,4,Fintech,Israel,Middle East,Jerusalem,INV0012
R01828,S01141,BoltHealth,2020-07-08,2020,Q3,Series B,41.16,425.76,466.92,22.9,Salesforce Ventures,Venture Capital,3,Fintech,Israel,Middle East,Jerusalem,INV0058
R01829,S01142,JetStack,2021-04-04,2021,Q2,Seed,1.9,13.87,15.77,20.6,SBI Investment,Venture Capital,7,Insurtech,United States,North America,Boston,INV0065
R01830,S01143,FluxStack,2022-06-15,2022,Q2,Pre-Seed,1.25,5.44,6.69,6.9,DST Global,Angel Investor,1,Fintech,United Kingdom,Europe,Bristol,INV0033
R01831,S01143,FluxStack,2021-10-22,2021,Q4,Seed,1.04,5.44,6.48,16.7,Saudi Aramco Ventures,Venture Capital,2,Fintech,United Kingdom,Europe,Bristol,INV0052
R01832,S01144,AlphaPlatform,2021-06-29,2021,Q2,Seed,3.4,13.48,16.88,21.9,Abu Dhabi Investment Authority,Family Office,3,SaaS / Enterprise Software,Canada,North America,Montreal,INV0051
R01833,S01145,DeltaFinance,2024-02-25,2024,Q1,Seed,2.44,17.84,20.28,11.6,Sequoia Capital,Family Office,3,E-Commerce,China,Asia,Guangzhou,INV0001
R01834,S01145,DeltaFinance,2021-11-12,2021,Q4,Series A,7.66,64.89,72.55,18.2,IVP,Venture Capital,3,E-Commerce,China,Asia,Guangzhou,INV0034
R01835,S01146,OnyxSense,2022-03-04,2022,Q1,Pre-Seed,0.5,2.85,3.35,11.1,Sapphire Ventures,Venture Capital,2,Gaming & Entertainment,Canada,North America,Montreal,INV0035
R01836,S01146,OnyxSense,2024-04-19,2024,Q2,Series A,20.26,199.97,220.23,18.4,Plug and Play,Government/Sovereign Fund,2,Gaming & Entertainment,Canada,North America,Montreal,INV0026
R01837,S01147,NeoDynamics,2025-10-02,2025,Q4,Seed,4.28,42.74,47.02,11.2,Accel Partners,Angel Investor,3,E-Commerce,United States,North America,Boston,INV0004
R01838,S01148,EdgeLabs,2022-03-17,2022,Q1,Seed,1.43,12.18,13.61,12.1,Peak XV Partners (fka Sequoia India),Family Office,5,Gaming & Entertainment,United Kingdom,Europe,Bristol,INV0021
R01839,S01149,CruxRobotics,2023-06-23,2023,Q2,Seed,3.19,13.17,16.36,16.6,Rakuten Capital,Private Equity,4,SaaS / Enterprise Software,France,Europe,Lyon,INV0063
R01840,S01149,CruxRobotics,2021-05-07,2021,Q2,Series A,4.97,41.88,46.85,15.2,Peak XV Partners (fka Sequoia India),Corporate VC,8,SaaS / Enterprise Software,France,Europe,Lyon,INV0021
R01841,S01150,VibeAI,2025-01-21,2025,Q1,Seed,1.21,6.96,8.17,14.7,Northzone,Angel Investor,3,E-Commerce,South Africa,Africa,Johannesburg,INV0047
R01842,S01151,Orionio,2021-01-30,2021,Q1,Seed,1.83,13.83,15.66,10.3,Coatue Management,Venture Capital,7,Artificial Intelligence,Japan,Asia,Osaka,INV0017
R01843,S01152,QuarkLogic,2022-10-04,2022,Q4,Seed,4.29,36.42,40.71,18.1,BlueYard Capital,Venture Capital,5,Food & AgriTech,Brazil,South America,Belo Horizonte,INV0029
R01844,S01152,QuarkLogic,2024-05-31,2024,Q2,Series A,5.46,55.33,60.79,27.0,Chiratae Ventures,Venture Capital,2,Food & AgriTech,Brazil,South America,Belo Horizonte,INV0070
R01845,S01152,QuarkLogic,2021-12-02,2021,Q4,Series B,30.18,327.14,357.32,17.8,Microsoft M12,Venture Capital,5,Food & AgriTech,Brazil,South America,Belo Horizonte,INV0057
R01846,S01153,PulseWare,2025-06-21,2025,Q2,Seed,1.79,10.79,12.58,13.0,First Round Capital,Crowdfunding,1,Robotics & Automation,South Africa,Africa,Johannesburg,INV0040
R01847,S01154,ZenoPay,2022-05-24,2022,Q2,Seed,2.45,16.8,19.25,23.9,Cherry Ventures,Venture Capital,2,Social Media / Creator Economy,United Kingdom,Europe,Cambridge,INV0043
R01848,S01155,CoreLabs,2023-10-17,2023,Q4,Pre-Seed,0.81,2.48,3.29,14.7,Intel Capital,Private Equity,3,Real Estate Tech,Brazil,South America,Belo Horizonte,INV0056
R01849,S01156,NovaSense,2020-01-11,2020,Q1,Seed,2.08,8.37,10.45,11.5,Amazon Alexa Fund,Angel Investor,3,Edtech,United States,North America,Los Angeles,INV0061
R01850,S01156,NovaSense,2025-10-05,2025,Q4,Series A,11.73,76.78,88.51,29.7,Amazon Alexa Fund,Accelerator,3,Edtech,United States,North America,Los Angeles,INV0061
R01851,S01157,RunePlatform,2020-01-09,2020,Q1,Pre-Seed,0.2,1.37,1.57,7.4,Index Ventures,Angel Investor,1,Insurtech,India,Asia,Chennai,INV0015
R01852,S01158,DawnLogic,2025-08-27,2025,Q3,Seed,2.48,12.62,15.1,11.7,Nexus Venture Partners,Venture Capital,5,Fintech,India,Asia,Delhi NCR,INV0072
R01853,S01158,DawnLogic,2020-05-23,2020,Q2,Series A,12.02,83.77,95.79,27.1,Atomico,Private Equity,3,Fintech,India,Asia,Delhi NCR,INV0032
R01854,S01159,Astraly,2024-08-21,2024,Q3,Seed,1.16,6.64,7.8,18.1,Y Combinator,Venture Capital,1,Real Estate Tech,South Africa,Africa,Johannesburg,INV0007
R01855,S01159,Astraly,2024-12-31,2024,Q4,Series B,18.32,214.52,232.84,25.5,Greylock Partners,Venture Capital,8,Real Estate Tech,South Africa,Africa,Johannesburg,INV0018
R01856,S01160,NeoForge,2023-11-02,2023,Q4,Seed,5.91,41.16,47.07,22.4,NEA,Private Equity,2,Logistics & Supply Chain,United States,North America,Boston,INV0020
R01857,S01161,QuarkSense,2021-11-03,2021,Q4,Seed,1.3,9.58,10.88,23.9,Peak XV Partners (fka Sequoia India),Venture Capital,4,Artificial Intelligence,Germany,Europe,Frankfurt,INV0021
R01858,S01161,QuarkSense,2023-10-09,2023,Q4,Series A,12.9,64.09,76.99,20.8,GV (Google Ventures),Angel Investor,3,Artificial Intelligence,Germany,Europe,Frankfurt,INV0011
R01859,S01161,QuarkSense,2021-05-07,2021,Q2,Series C,50.09,163.43,213.52,10.3,Samsung Ventures,Family Office,6,Artificial Intelligence,Germany,Europe,Frankfurt,INV0055
R01860,S01162,NovaStack,2021-04-11,2021,Q2,Pre-Seed,0.49,3.47,3.96,9.4,Samsung Ventures,Venture Capital,2,Space Tech,Israel,Middle East,Tel Aviv,INV0055
R01861,S01163,YieldLabs,2020-04-26,2020,Q2,Seed,1.33,7.12,8.45,18.8,Y Combinator,Corporate VC,3,SaaS / Enterprise Software,China,Asia,Shanghai,INV0007
R01862,S01164,Quarkio,2020-10-11,2020,Q4,Pre-Seed,0.21,0.69,0.9,9.8,Chiratae Ventures,Venture Capital,2,Gaming & Entertainment,United States,North America,San Francisco,INV0070
R01863,S01164,Quarkio,2026-01-02,2026,Q1,Series A,12.28,131.19,143.47,24.6,Partech Africa,Angel Investor,1,Gaming & Entertainment,United States,North America,San Francisco,INV0069
R01864,S01165,VibeFinance,2022-12-12,2022,Q4,Pre-Seed,1.26,6.67,7.93,11.1,SOSV,Venture Capital,6,Artificial Intelligence,Kenya,Africa,Nairobi,INV0025
R01865,S01166,NexusBio,2020-03-17,2020,Q1,Seed,1.34,6.55,7.89,22.6,SOSV,Angel Investor,4,Real Estate Tech,India,Asia,Hyderabad,INV0025
R01866,S01166,NexusBio,2021-08-28,2021,Q3,Series B,68.54,592.37,660.91,20.1,Union Square Ventures,Accelerator,2,Real Estate Tech,India,Asia,Hyderabad,INV0039
R01867,S01166,NexusBio,2025-10-21,2025,Q4,Series D,116.84,556.02,672.86,10.3,BlueYard Capital,Private Equity,3,Real Estate Tech,India,Asia,Hyderabad,INV0029
R01868,S01167,JetWare,2025-12-24,2025,Q4,Pre-Seed,0.61,3.18,3.79,13.4,Ribbit Capital,Private Equity,3,Climate Tech / Clean Energy,Canada,North America,Toronto,INV0016
R01869,S01167,JetWare,2021-09-03,2021,Q3,Series A,11.16,120.96,132.12,26.7,Accel Partners,Angel Investor,3,Climate Tech / Clean Energy,Canada,North America,Toronto,INV0004
R01870,S01168,CruxNet,2024-03-07,2024,Q1,Seed,1.84,10.77,12.61,16.8,Temasek,Venture Capital,2,Web3 / Blockchain,Israel,Middle East,Jerusalem,INV0049
R01871,S01169,LumeBeam,2022-01-30,2022,Q1,Seed,0.88,4.88,5.76,23.7,NEA,Venture Capital,1,Real Estate Tech,United Kingdom,Europe,Manchester,INV0020
R01872,S01169,LumeBeam,2021-10-23,2021,Q4,Series B,19.41,90.97,110.38,16.0,Redpoint Ventures,Corporate VC,6,Real Estate Tech,United Kingdom,Europe,Manchester,INV0038
R01873,S01170,IonMind,2021-07-30,2021,Q3,Seed,0.5,3.2,3.7,17.1,Temasek,Venture Capital,4,Climate Tech / Clean Energy,Canada,North America,Vancouver,INV0049
R01874,S01170,IonMind,2020-07-07,2020,Q3,Series B,71.33,667.26,738.59,18.2,NVIDIA NVentures,Venture Capital,7,Climate Tech / Clean Energy,Canada,North America,Vancouver,INV0060
R01875,S01171,Apexfy,2025-09-11,2025,Q3,Seed,1.83,14.5,16.33,15.6,Samsung Ventures,Venture Capital,2,Artificial Intelligence,United States,North America,Los Angeles,INV0055
R01876,S01171,Apexfy,2022-03-08,2022,Q1,Series B,16.22,99.26,115.48,19.5,Sapphire Ventures,Venture Capital,6,Artificial Intelligence,United States,North America,Los Angeles,INV0035
R01877,S01172,RapidDynamics,2023-01-14,2023,Q1,Pre-Seed,0.91,4.55,5.46,14.4,Intel Capital,Venture Capital,2,Artificial Intelligence,United Kingdom,Europe,Bristol,INV0056
R01878,S01172,RapidDynamics,2021-11-10,2021,Q4,Seed,3.01,21.98,24.99,17.6,Temasek,Venture Capital,2,Artificial Intelligence,United Kingdom,Europe,Bristol,INV0049
R01879,S01172,RapidDynamics,2025-05-28,2025,Q2,Series B,85.48,636.05,721.53,18.2,Y Combinator,Family Office,4,Artificial Intelligence,United Kingdom,Europe,Bristol,INV0007
R01880,S01173,PulseFinance,2024-07-08,2024,Q3,Seed,2.51,12.01,14.52,13.8,Founders Fund,Private Equity,4,Artificial Intelligence,India,Asia,Mumbai,INV0014
R01881,S01173,PulseFinance,2020-09-10,2020,Q3,Series A,45.0,322.52,367.52,24.3,Battery Ventures,Accelerator,3,Artificial Intelligence,India,Asia,Mumbai,INV0019
R01882,S01174,DeltaWorks,2023-05-06,2023,Q2,Pre-Seed,0.38,3.29,3.67,5.7,LocalGlobe,Angel Investor,4,Artificial Intelligence,India,Asia,Delhi NCR,INV0042
R01883,S01174,DeltaWorks,2021-11-26,2021,Q4,Series A,31.6,206.02,237.62,26.7,Balderton Capital,Venture Capital,6,Artificial Intelligence,India,Asia,Delhi NCR,INV0031
R01884,S01175,JetNet,2020-12-08,2020,Q4,Pre-Seed,0.23,0.96,1.19,12.5,Matrix Partners,Family Office,3,Artificial Intelligence,United States,North America,San Diego,INV0022
R01885,S01176,YieldCloud,2025-12-29,2025,Q4,Pre-Seed,1.02,8.59,9.61,13.0,Naspers / Prosus,Venture Capital,2,Artificial Intelligence,Vietnam,Asia,Ho Chi Minh City,INV0066
R01886,S01176,YieldCloud,2024-10-21,2024,Q4,Seed,1.77,16.69,18.46,16.8,Greylock Partners,Venture Capital,3,Artificial Intelligence,Vietnam,Asia,Ho Chi Minh City,INV0018
R01887,S01176,YieldCloud,2020-09-01,2020,Q3,Series A,10.7,111.15,121.85,18.3,Kingsway Capital,Corporate VC,1,Artificial Intelligence,Vietnam,Asia,Ho Chi Minh City,INV0067
R01888,S01177,WaveWare,2021-08-31,2021,Q3,Pre-Seed,0.18,1.33,1.51,14.7,Naspers / Prosus,Venture Capital,4,Artificial Intelligence,Germany,Europe,Frankfurt,INV0066
R01889,S01178,ProtoPlatform,2020-10-01,2020,Q4,Pre-Seed,0.36,3.13,3.49,6.8,Sapphire Ventures,Venture Capital,3,SaaS / Enterprise Software,Germany,Europe,Frankfurt,INV0035
R01890,S01179,VeloAnalytics,2023-10-25,2023,Q4,Seed,2.57,10.4,12.97,24.9,GIC,Crowdfunding,8,Artificial Intelligence,Japan,Asia,Tokyo,INV0050
R01891,S01180,UltraSystems,2020-09-30,2020,Q3,Pre-Seed,0.56,4.52,5.08,5.9,Partech,Venture Capital,3,Artificial Intelligence,United States,North America,Seattle,INV0046
R01892,S01181,Vibeio,2020-09-07,2020,Q3,Pre-Seed,0.67,3.1,3.77,12.5,Nexus Venture Partners,Venture Capital,2,Space Tech,South Korea,Asia,Busan,INV0072
R01893,S01181,Vibeio,2020-11-01,2020,Q4,Series A,9.37,46.88,56.25,27.3,Index Ventures,Venture Capital,2,Space Tech,South Korea,Asia,Busan,INV0015
R01894,S01182,QuarkWorks,2021-03-26,2021,Q1,Pre-Seed,0.89,6.62,7.51,14.6,Kingsway Capital,Corporate VC,2,SaaS / Enterprise Software,United States,North America,San Diego,INV0067
R01895,S01182,QuarkWorks,2022-05-15,2022,Q2,Series A,3.49,36.81,40.3,16.7,Cherry Ventures,Venture Capital,8,SaaS / Enterprise Software,United States,North America,San Diego,INV0043
R01896,S01183,PulseDynamics,2023-04-28,2023,Q2,Pre-Seed,0.43,1.61,2.04,7.1,Founders Fund,Venture Capital,2,Artificial Intelligence,Israel,Middle East,Haifa,INV0014
R01897,S01183,PulseDynamics,2026-01-26,2026,Q1,Seed,0.85,3.08,3.93,20.8,Temasek,Angel Investor,9,Artificial Intelligence,Israel,Middle East,Haifa,INV0049
R01898,S01184,HyperCloud,2023-04-24,2023,Q2,Pre-Seed,0.37,2.51,2.88,14.4,Naspers / Prosus,Corporate VC,5,Fintech,Israel,Middle East,Tel Aviv,INV0066
R01899,S01184,HyperCloud,2024-01-20,2024,Q1,Seed,1.3,9.6,10.9,19.6,Elevation Capital,Angel Investor,11,Fintech,Israel,Middle East,Tel Aviv,INV0036
R01900,S01185,ZenLogic,2020-12-14,2020,Q4,Seed,1.81,15.57,17.38,13.5,Seedcamp,Accelerator,7,SaaS / Enterprise Software,United States,North America,New York,INV0028
R01901,S01186,IonBase,2022-11-28,2022,Q4,Seed,2.64,25.81,28.45,14.6,Founders Fund,Venture Capital,2,Social Media / Creator Economy,Singapore,Asia,Singapore,INV0014
R01902,S01187,QuantumAnalytics,2023-05-25,2023,Q2,Pre-Seed,0.69,2.61,3.3,13.7,NEA,Venture Capital,5,Climate Tech / Clean Energy,France,Europe,Toulouse,INV0020
R01903,S01187,QuantumAnalytics,2022-07-24,2022,Q3,Seed,4.58,42.99,47.57,20.7,Accel Partners,Family Office,4,Climate Tech / Clean Energy,France,Europe,Toulouse,INV0004
R01904,S01188,RuneSystems,2022-02-07,2022,Q1,Seed,0.97,8.95,9.92,18.9,500 Global,Crowdfunding,8,Robotics & Automation,Australia,Oceania,Sydney,INV0023
R01905,S01189,ArcBeam,2021-03-20,2021,Q1,Pre-Seed,0.12,0.95,1.07,9.4,Union Square Ventures,Venture Capital,8,Healthcare & Biotech,United States,North America,San Diego,INV0039
R01906,S01189,ArcBeam,2023-07-18,2023,Q3,Seed,0.92,6.34,7.26,20.8,Sapphire Ventures,Venture Capital,2,Healthcare & Biotech,United States,North America,San Diego,INV0035
R01907,S01190,DataBio,2026-01-10,2026,Q1,Seed,1.46,4.94,6.4,23.3,Accel India,Angel Investor,2,Artificial Intelligence,United Kingdom,Europe,London,INV0073
R01908,S01190,DataBio,2021-11-15,2021,Q4,Series B,28.27,309.5,337.77,21.4,NVIDIA NVentures,Corporate VC,11,Artificial Intelligence,United Kingdom,Europe,London,INV0060
R01909,S01191,MetaBio,2025-11-07,2025,Q4,Pre-Seed,0.39,1.97,2.36,6.5,Intel Capital,Private Equity,7,SaaS / Enterprise Software,Egypt,Africa,Cairo,INV0056
R01910,S01191,MetaBio,2023-06-06,2023,Q2,Series A,26.14,249.89,276.03,21.9,Headline,Accelerator,5,SaaS / Enterprise Software,Egypt,Africa,Cairo,INV0045
R01911,S01192,BoltLabs,2021-02-12,2021,Q1,Pre-Seed,1.03,7.65,8.68,12.7,LocalGlobe,Venture Capital,1,Fintech,United Kingdom,Europe,Edinburgh,INV0042
R01912,S01193,BoltAnalytics,2022-09-10,2022,Q3,Pre-Seed,0.6,4.29,4.89,5.2,Khosla Ventures,Angel Investor,4,E-Commerce,Bangladesh,Asia,Dhaka,INV0012
R01913,S01193,BoltAnalytics,2024-12-08,2024,Q4,Seed,0.67,5.04,5.71,17.5,Cherry Ventures,Corporate VC,1,E-Commerce,Bangladesh,Asia,Dhaka,INV0043
R01914,S01194,DeltaBio,2023-03-10,2023,Q1,Pre-Seed,1.16,8.09,9.25,9.8,Google Ventures,Venture Capital,4,Cybersecurity,United States,North America,Miami,INV0059
R01915,S01194,DeltaBio,2025-08-19,2025,Q3,Series A,45.0,426.08,471.08,19.8,Cherry Ventures,Venture Capital,5,Cybersecurity,United States,North America,Miami,INV0043
R01916,S01195,VertexTech,2022-10-13,2022,Q4,Pre-Seed,0.18,1.38,1.56,14.4,Cherry Ventures,Venture Capital,3,Healthcare & Biotech,Australia,Oceania,Melbourne,INV0043
R01917,S01195,VertexTech,2021-11-01,2021,Q4,Series A,21.32,198.8,220.12,18.7,Chiratae Ventures,Venture Capital,9,Healthcare & Biotech,Australia,Oceania,Melbourne,INV0070
R01918,S01195,VertexTech,2021-03-17,2021,Q1,Series B,68.09,635.03,703.12,15.6,Atomico,Venture Capital,7,Healthcare & Biotech,Australia,Oceania,Melbourne,INV0032
R01919,S01196,XenoCloud,2020-04-07,2020,Q2,Pre-Seed,0.93,8.61,9.54,10.9,DST Global,Family Office,3,Artificial Intelligence,Singapore,Asia,Singapore,INV0033
R01920,S01197,PixelWorks,2020-04-26,2020,Q2,Seed,3.54,30.44,33.98,15.5,Union Square Ventures,Family Office,4,Artificial Intelligence,United States,North America,San Francisco,INV0039
R01921,S01197,PixelWorks,2024-03-14,2024,Q1,Series A,17.46,95.41,112.87,22.0,Salesforce Ventures,Venture Capital,4,Artificial Intelligence,United States,North America,San Francisco,INV0058
R01922,S01198,FluxMind,2020-06-17,2020,Q2,Pre-Seed,0.52,4.99,5.51,8.6,EQT Ventures,Venture Capital,3,SaaS / Enterprise Software,India,Asia,Mumbai,INV0030
R01923,S01198,FluxMind,2020-02-28,2020,Q1,Series A,9.38,93.16,102.54,24.9,Accel India,Crowdfunding,1,SaaS / Enterprise Software,India,Asia,Mumbai,INV0073
R01924,S01199,KiteBio,2021-02-13,2021,Q1,Seed,2.62,21.44,24.06,12.1,Draper Associates,Venture Capital,4,SaaS / Enterprise Software,United States,North America,San Diego,INV0041
R01925,S01200,EchoDynamics,2022-08-02,2022,Q3,Seed,0.91,5.2,6.11,14.5,Accel Partners,Family Office,1,Artificial Intelligence,India,Asia,Delhi NCR,INV0004
R01926,S01200,EchoDynamics,2020-09-17,2020,Q3,Series B,24.78,175.26,200.04,15.8,Union Square Ventures,Crowdfunding,3,Artificial Intelligence,India,Asia,Delhi NCR,INV0039
R01927,S01200,EchoDynamics,2024-03-23,2024,Q1,Series D,197.67,1424.51,1622.18,10.8,Draper Associates,Government/Sovereign Fund,1,Artificial Intelligence,India,Asia,Delhi NCR,INV0041
R01928,S01201,EdgeStack,2025-07-14,2025,Q3,Pre-Seed,1.35,7.42,8.77,12.1,Bessemer Venture Partners,Venture Capital,2,Artificial Intelligence,Sweden,Europe,Stockholm,INV0013
R01929,S01202,RuneAnalytics,2023-02-16,2023,Q1,Pre-Seed,0.35,1.91,2.26,14.6,Qualcomm Ventures,Venture Capital,5,Fintech,United States,North America,New York,INV0062
R01930,S01202,RuneAnalytics,2024-06-24,2024,Q2,Seed,1.82,18.09,19.91,10.2,Greylock Partners,Family Office,2,Fintech,United States,North America,New York,INV0018
R01931,S01203,NexusCore,2020-01-08,2020,Q1,Pre-Seed,0.17,0.62,0.79,13.4,General Catalyst,Venture Capital,4,Fintech,China,Asia,Guangzhou,INV0009
R01932,S01203,NexusCore,2021-11-02,2021,Q4,Seed,2.53,19.35,21.88,24.1,Partech,Government/Sovereign Fund,8,Fintech,China,Asia,Guangzhou,INV0046
R01933,S01203,NexusCore,2021-09-14,2021,Q3,Series A,4.87,30.77,35.64,16.6,Blume Ventures,Crowdfunding,1,Fintech,China,Asia,Guangzhou,INV0071
R01934,S01204,Deltaio,2022-02-16,2022,Q1,Seed,2.22,7.36,9.58,14.8,Saudi Aramco Ventures,Private Equity,2,Climate Tech / Clean Energy,Australia,Oceania,Melbourne,INV0052
R01935,S01205,LumePlatform,2026-03-08,2026,Q1,Seed,7.2,69.74,76.94,22.1,Lightspeed Venture Partners,Angel Investor,3,Cybersecurity,Japan,Asia,Tokyo,INV0006
R01936,S01205,LumePlatform,2022-07-06,2022,Q3,Series A,7.11,48.86,55.97,15.7,Microsoft M12,Corporate VC,1,Cybersecurity,Japan,Asia,Tokyo,INV0057
R01937,S01206,YieldWare,2021-10-17,2021,Q4,Pre-Seed,0.33,2.43,2.76,14.8,Tencent,Venture Capital,4,Fintech,United States,North America,Austin,INV0053
R01938,S01206,YieldWare,2024-03-11,2024,Q1,Seed,2.5,20.67,23.17,18.3,LocalGlobe,Venture Capital,4,Fintech,United States,North America,Austin,INV0042
